movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
The Passion of the Christ,25-Feb-04,"Drama,History",20,9,15,47,50,113,280,6.6
Welcome to Mooseport,20-Feb-04,"Comedy,Romance",16,16,4,33,2,9,3,3.4
Confessions of a Teenage Drama Queen,20-Feb-04,"Comedy,Romance,Music,Family",13,9,1,33,7,9,17,6.3
EuroTrip,20-Feb-04,"Adventure,Comedy",16,8,6,45,25,7,104,8.0
Clifford's Really Big Movie,20-Feb-04,"Animation,Family",10,1,4,49,2,1,4,6.9
Love Object,13-Feb-04,"Drama,Thriller,Horror,Comedy,Romance",12,4,3,45,2,1,4,6.4
50 First Dates,13-Feb-04,"Comedy,Romance",18,6,14,48,73,23,110,6.5
The Seagull's Laughter,13-Feb-04,"Drama,Comedy",5,0,13,65,0,1,4,6.6
Robot Stories,13-Feb-04,"Sci-Fi,Drama",2,1,16,66,0,0,6,8.3
The Umbrellas of Cherbourg (re-released),13-Feb-04,"Drama,Romance,Musical",0,0,9,86,3,0,19,7.9
Catch That Kid,6-Feb-04,"Action,Adventure,Comedy,Crime,Family",11,13,3,33,7,6,9,5.4
Barbershop 2: Back in Business,6-Feb-04,Comedy,14,1,19,59,8,2,2,5.8
The Dreamers,6-Feb-04,"Drama,History,Romance",15,2,23,62,20,23,285,8.8
Miracle,6-Feb-04,"Drama,History,Sport,Family",10,0,26,68,6,2,31,7.8
The Return,6-Feb-04,Drama,4,0,26,82,4,1,39,8.5
Osama,6-Feb-04,"Drama,War",0,0,35,83,1,2,10,6.3
Blind Shaft,4-Feb-04,Drama,1,0,14,78,0,0,5,7.8
The Perfect Score,30-Jan-04,"Comedy,Crime",14,12,2,35,7,5,9,5.7
You Got Served,30-Jan-04,"Drama,Sport,Comedy,Music,Family",15,8,1,37,10,17,34,6.5
The Big Bounce,30-Jan-04,"Thriller,Comedy,Crime",20,10,6,42,3,27,3,1.8
Latter Days,30-Jan-04,"Drama,Comedy,Romance",9,5,7,45,7,3,27,7.6
The Butterfly Effect,23-Jan-04,"Sci-Fi,Mystery,Thriller",14,18,3,30,41,32,355,8.2
Win a Date with Tad Hamilton!,23-Jan-04,"Comedy,Romance",25,0,10,52,4,5,85,9.1
Touching the Void,23-Jan-04,"Adventure,Drama,Sport,Documentary",4,0,30,82,2,0,30,8.7
Torque,16-Jan-04,"Action,Thriller,Crime",9,12,8,41,4,12,74,8.4
Along Came Polly,16-Jan-04,"Comedy,Romance",21,6,8,44,32,20,22,5.0
Tokyo Godfathers,16-Jan-04,"Adventure,Drama,Comedy,Animation",3,0,22,73,3,4,29,7.6
Teacher's Pet,16-Jan-04,"Fantasy,Comedy,Animation,Family,Musical",3,1,22,74,2,2,10,7.9
My Baby's Daddy,9-Jan-04,Comedy,4,11,0,23,1,5,5,4.6
Chasing Liberty,9-Jan-04,"Comedy,Romance",20,5,7,46,3,2,4,5.3
Secret Things,2-Jan-04,"Drama,Fantasy,Comedy,Romance",7,4,9,55,2,1,2,5.4
Millennium Mambo,31-Dec-03,"Drama,Romance",3,0,9,73,1,2,6,5.6
Japanese Story,31-Dec-03,"Drama,Romance",3,2,27,73,1,3,11,7.3
Paycheck,25-Dec-03,"Action,Sci-Fi,Mystery,Thriller",19,8,7,43,23,18,144,8.1
Cheaper by the Dozen,25-Dec-03,"Comedy,Family",18,6,6,46,26,12,58,7.1
Peter Pan,25-Dec-03,"Adventure,Fantasy,Romance,Family",10,1,22,64,15,13,69,7.6
Cold Mountain,25-Dec-03,"Drama,Romance,War",6,1,34,73,20,51,89,5.6
The Company,25-Dec-03,"Drama,Romance,Music",8,0,24,73,0,6,16,6.9
Monster,24-Dec-03,"Biography,Drama,Romance,Crime",5,0,35,74,17,14,85,7.3
Mona Lisa Smile,19-Dec-03,"Drama,Romance",26,5,9,45,11,5,23,6.9
Calendar Girls,19-Dec-03,"Drama,Comedy",12,0,18,60,4,1,10,7.3
House of Sand and Fog,19-Dec-03,Drama,10,1,30,71,7,1,138,9.2
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,19-Dec-03,"War,Documentary",3,0,33,87,2,1,34,8.5
The Lord of the Rings: The Return of the King,17-Dec-03,"Action,Adventure,Fantasy",1,0,40,94,65,127,2439,9.1
Love Don't Cost a Thing,12-Dec-03,"Drama,Comedy,Romance",11,9,3,37,2,5,35,8.2
The Statement,12-Dec-03,"Drama,Thriller",20,5,7,45,3,1,2,6.0
Stuck on You,12-Dec-03,Comedy,15,2,20,62,17,7,127,8.9
Something's Gotta Give,12-Dec-03,"Comedy,Romance",8,1,31,66,13,10,25,6.1
Girl with a Pearl Earring,12-Dec-03,"Biography,Drama,Romance",9,0,28,72,5,5,29,6.9
Big Fish,10-Dec-03,"Adventure,Drama,Fantasy",15,3,24,58,31,8,336,8.7
Honey,5-Dec-03,"Drama,Romance,Music",17,11,2,37,8,8,13,6.3
The Last Samurai,5-Dec-03,"Action,Adventure,Drama,History,War",20,4,19,55,34,24,255,7.8
Monsieur Ibrahim,5-Dec-03,Drama,5,0,27,69,0,2,18,8.2
My Flesh and Blood,28-Nov-03,Documentary,1,0,16,78,0,4,24,8.6
Timeline,26-Nov-03,"Action,Adventure,Sci-Fi,Fantasy",13,17,2,28,7,17,16,5.0
The Haunted Mansion,26-Nov-03,"Mystery,Thriller,Fantasy,Comedy,Family",15,15,4,34,11,8,13,5.9
The Cooler,26-Nov-03,"Drama,Romance",8,0,28,69,9,2,15,6.7
Bad Santa,26-Nov-03,"Drama,Comedy,Crime",7,4,27,70,14,15,282,8.7
In America,26-Nov-03,"Drama,Romance",6,0,35,76,4,1,25,8.3
The Triplets of Belleville,26-Nov-03,"Adventure,Comedy,Music,Animation",1,0,34,91,10,16,99,7.8
The Cat in the Hat,21-Nov-03,"Adventure,Comedy,Family",9,27,1,19,19,103,45,3.7
Gothika,21-Nov-03,"Mystery,Thriller,Horror",23,10,3,38,36,10,25,6.0
The Barbarian Invasions,21-Nov-03,"Drama,Mystery,Comedy,Romance,Crime",5,2,27,70,1,4,8,5.6
21 Grams,21-Nov-03,"Drama,Thriller,Crime",5,5,31,70,24,8,167,7.9
The Missing,19-Nov-03,"Adventure,Thriller,Western",22,3,15,55,8,2,12,6.7
The Visual Bible: The Gospel of John,14-Nov-03,"Biography,Drama,History",9,1,4,52,0,2,10,7.9
Looney Tunes: Back in Action,14-Nov-03,"Adventure,Comedy,Animation,Family",14,0,18,64,22,6,38,7.0
Tupac: Resurrection,14-Nov-03,"Biography,Music,Documentary",10,0,23,66,0,3,27,8.3
Master and Commander: The Far Side of the World,14-Nov-03,"Action,Adventure,Drama,War",7,1,34,81,20,63,169,6.4
My Architect,12-Nov-03,"Biography,Documentary",2,0,27,81,1,1,12,8.2
Love Actually,7-Nov-03,"Drama,Comedy,Romance",16,4,21,55,33,16,296,8.6
Gloomy Sunday,7-Nov-03,"Drama,Romance",9,0,13,60,1,2,11,7.4
Elf,7-Nov-03,"Fantasy,Comedy,Family",8,2,28,64,33,10,295,8.6
The Matrix Revolutions,5-Nov-03,"Action,Adventure,Sci-Fi,Thriller",25,7,9,47,151,251,262,4.8
The Revolution Will Not Be Televised,5-Nov-03,Documentary,0,0,23,81,0,14,26,6.5
The Human Stain,31-Oct-03,"Thriller,Romance",18,2,19,57,7,3,38,8.8
Shattered Glass,31-Oct-03,"Drama,History",5,0,33,73,2,0,23,8.0
Girlhood,29-Oct-03,"Crime,Documentary",3,0,13,69,1,1,8,7.7
Beyond Borders,24-Oct-03,"Adventure,Drama,Romance,War",15,14,2,32,8,4,8,5.8
Radio,24-Oct-03,"Drama,Sport",18,10,4,38,6,7,47,8.1
The Singing Detective,24-Oct-03,"Mystery,Comedy,Musical",21,4,8,45,3,1,12,8.3
Brother Bear,24-Oct-03,"Adventure,Fantasy,Animation,Family",15,4,9,48,27,11,66,7.1
Scary Movie 3,24-Oct-03,Comedy,15,5,7,49,55,25,119,6.9
Elephant,24-Oct-03,"Drama,Crime",10,2,25,70,14,19,87,7.2
In the Cut,22-Oct-03,"Mystery,Thriller,Romance",19,9,10,46,4,0,15,8.1
9 Dead Gay Guys,17-Oct-03,"Comedy,Crime",2,7,1,21,1,2,10,7.7
Returner,17-Oct-03,"Action,Adventure,Sci-Fi",9,7,1,36,5,0,4,6.8
The Texas Chainsaw Massacre,17-Oct-03,"Thriller,Horror",15,13,5,38,39,30,83,6.4
Veronica Guerin,17-Oct-03,"Biography,Drama,Thriller,Crime",15,3,15,55,4,3,14,6.7
Runaway Jury,17-Oct-03,"Drama,Thriller",11,1,26,61,15,2,143,9.1
Pieces of April,17-Oct-03,"Drama,Comedy",7,1,28,70,6,3,53,8.9
House of the Dead,10-Oct-03,"Action,Thriller,Horror",2,13,0,15,9,111,10,1.3
Good Boy!,10-Oct-03,"Drama,Fantasy,Comedy,Family",14,4,12,49,3,1,2,5.7
Small Voices,10-Oct-03,Drama,5,0,4,58,1,2,8,8.0
Kill Bill: Vol. 1,10-Oct-03,"Action,Thriller,Crime",6,5,32,69,55,44,1069,8.7
Intolerable Cruelty,10-Oct-03,"Comedy,Romance,Crime",7,0,33,71,26,8,41,6.3
Bus 174,8-Oct-03,"Crime,Documentary",1,0,26,83,1,3,16,7.5
Mystic River,8-Oct-03,"Drama,Mystery,Thriller,Crime",4,1,37,84,34,65,293,7.0
Wonderland,3-Oct-03,"Drama,Mystery,Thriller,Crime",21,10,5,43,3,3,6,5.5
Out of Time,3-Oct-03,"Drama,Thriller,Crime",16,0,19,63,18,7,64,7.9
The Station Agent,3-Oct-03,"Drama,Comedy",1,0,35,81,2,4,93,8.7
Concert for George,3-Oct-03,"Music,Documentary",1,0,9,82,1,2,9,7.1
School of Rock,3-Oct-03,"Comedy,Music,Family",4,0,37,82,42,16,350,8.5
Bollywood/Hollywood,26-Sep-03,"Drama,Comedy,Romance,Musical",5,7,3,35,0,0,7,8.7
Luther,26-Sep-03,"Biography,Drama,History",14,2,7,47,3,2,8,6.8
Duplex,26-Sep-03,Comedy,18,5,8,50,12,9,25,6.5
Under the Tuscan Sun,26-Sep-03,"Drama,Comedy,Romance",20,3,12,52,5,4,24,7.7
Bubba Ho-tep,26-Sep-03,"Mystery,Fantasy,Horror,Comedy",12,2,14,57,5,3,26,7.5
My Life Without Me,26-Sep-03,"Drama,Romance",10,3,18,57,2,3,41,8.8
The Rundown,26-Sep-03,"Action,Adventure,Thriller,Comedy",13,2,21,59,16,6,145,8.7
Yossi & Jagger,24-Sep-03,"Drama,Romance,War",2,0,17,70,4,6,12,6.8
Cold Creek Manor,19-Sep-03,"Drama,Mystery,Thriller",15,12,4,37,10,6,35,7.8
Mambo italiano,19-Sep-03,"Drama,Comedy",15,6,5,41,2,1,10,7.7
Underworld,19-Sep-03,"Action,Sci-Fi,Thriller,Fantasy",15,10,9,42,46,25,471,8.8
Anything Else,19-Sep-03,"Comedy,Romance",16,12,9,43,13,7,18,6.3
Secondhand Lions,19-Sep-03,"Drama,Comedy,Family",17,4,12,52,3,0,25,8.7
Demonlover,19-Sep-03,"Drama,Mystery,Thriller",8,2,18,64,2,2,6,6.0
In This World,19-Sep-03,Drama,3,0,22,75,0,1,8,8.1
To Be and to Have,19-Sep-03,"Family,Documentary",1,0,25,87,0,5,26,8.1
Dummy,12-Sep-03,"Drama,Comedy,Romance",5,2,5,48,4,2,37,8.6
Cabin Fever,12-Sep-03,"Thriller,Horror",9,6,16,56,26,117,39,2.9
Once Upon a Time in Mexico,12-Sep-03,"Action,Drama,Thriller,Western",9,5,20,56,23,8,186,8.8
Matchstick Men,12-Sep-03,"Drama,Thriller,Comedy,Crime",16,2,20,61,19,4,190,8.8
So Close,12-Sep-03,"Action,Adventure,Drama,Thriller,Comedy,Romance,Crime",5,1,12,66,2,3,9,7.1
Millennium Actress,12-Sep-03,"Drama,Romance,Animation",2,0,13,70,3,3,24,7.7
Lost in Translation,12-Sep-03,"Drama,Romance",2,0,42,89,56,101,542,7.5
The Order,5-Sep-03,"Action,Mystery,Thriller,Horror",4,13,0,21,3,65,2,0.6
Dickie Roberts: Former Child Star,5-Sep-03,Comedy,16,12,3,36,1,4,9,6.6
Party Monster,5-Sep-03,"Biography,Drama,Thriller,Crime",12,12,5,36,4,4,13,6.9
Home Room,5-Sep-03,Drama,7,2,1,43,0,2,7,7.6
Where's the Party Yaar?,5-Sep-03,Comedy,5,1,3,56,1,5,18,7.5
Jeepers Creepers II,29-Aug-03,"Thriller,Horror",11,15,3,36,24,19,92,7.5
Once Upon a Time in the Midlands,29-Aug-03,"Drama,Comedy,Romance",11,1,11,56,0,0,4,7.0
Marci X,22-Aug-03,"Comedy,Music",2,14,1,20,1,4,47,9.1
The Battle of Shaker Heights,22-Aug-03,"Drama,Comedy,Romance",13,8,1,33,2,7,9,5.4
The Medallion,22-Aug-03,"Action,Thriller,Fantasy,Comedy",14,12,4,38,10,25,8,3.4
Stoked: The Rise and Fall of Gator,22-Aug-03,"Sport,Documentary",4,1,20,69,0,1,7,7.9
Thirteen,20-Aug-03,"Drama,Romance",10,0,27,70,9,9,168,9.0
Grind,15-Aug-03,"Adventure,Sport,Comedy",10,12,2,30,4,7,68,8.8
Uptown Girls,15-Aug-03,"Drama,Comedy,Romance",14,14,2,33,15,26,129,8.0
Freddy vs. Jason,15-Aug-03,"Action,Thriller,Horror",13,12,4,37,57,28,334,8.5
Open Range,15-Aug-03,"Drama,Romance,Western",10,1,29,67,4,9,134,8.9
Shaolin Soccer,15-Aug-03,"Action,Sport,Comedy",4,0,20,68,7,7,107,8.7
American Splendor,15-Aug-03,"Biography,Drama,Comedy",1,0,41,90,8,2,60,8.0
S.W.A.T.,8-Aug-03,"Action,Thriller,Crime",17,9,9,45,29,9,117,8.1
Le divorce,8-Aug-03,"Drama,Comedy,Romance",16,5,15,51,3,7,15,6.4
The Princess Blade,8-Aug-03,"Action,Sci-Fi",10,0,3,59,3,1,4,6.6
Step Into Liquid,8-Aug-03,"Sport,Documentary",5,0,22,72,0,4,27,8.5
Freaky Friday,6-Aug-03,"Fantasy,Comedy,Family",7,0,29,70,24,10,107,8.2
Zero Day,3-Aug-03,Drama,3,0,11,69,4,3,7,6.1
Gigli,1-Aug-03,"Comedy,Romance,Crime",6,30,1,18,9,109,18,1.9
American Wedding,1-Aug-03,"Comedy,Romance",14,9,11,43,39,10,62,6.7
And Now... Ladies and Gentlemen...,1-Aug-03,"Drama,Thriller,Romance",11,4,10,54,0,3,5,6.8
The Magdalene Sisters,1-Aug-03,Drama,0,0,38,83,2,2,28,8.0
Lara Croft Tomb Raider: The Cradle of Life,25-Jul-03,"Action,Adventure,Thriller,Fantasy",23,7,4,43,42,21,166,8.0
Hotel,25-Jul-03,Comedy,5,5,6,47,0,4,4,4.8
Camp,25-Jul-03,"Drama,Comedy,Musical",12,3,17,55,7,1,7,6.9
Buffalo Soldiers,25-Jul-03,"Drama,Thriller,Comedy,Crime,War",13,4,18,56,6,2,25,8.3
Spy Kids 3-D: Game Over,25-Jul-03,"Action,Adventure,Sci-Fi,Comedy,Family",13,2,15,57,39,22,33,5.5
Mondays in the Sun,25-Jul-03,Drama,7,1,20,64,1,0,5,8.7
Seabiscuit,25-Jul-03,"Drama,History,Sport",4,1,38,72,7,5,41,7.3
Masked and Anonymous,24-Jul-03,"Drama,Comedy,Music",11,13,4,32,2,2,14,8.2
The Anarchist Cookbook,18-Jul-03,"Drama,Comedy,Romance",5,2,1,36,0,3,4,5.4
This Thing of Ours,18-Jul-03,"Drama,Crime",4,2,2,36,0,2,7,7.8
Bad Boys II,18-Jul-03,"Action,Thriller,Comedy,Crime",12,13,9,38,235,151,110,4.0
How to Deal,18-Jul-03,"Drama,Comedy,Romance",15,7,7,45,2,0,14,8.9
Garage Days,18-Jul-03,"Drama,Comedy,Music",11,2,6,50,2,4,2,4.1
Johnny English,18-Jul-03,"Action,Adventure,Comedy",15,5,12,51,34,7,65,7.0
The Embalmer,18-Jul-03,"Drama,Romance",2,0,14,71,0,0,13,10.0
Dirty Pretty Things,18-Jul-03,"Drama,Thriller,Crime",4,0,31,78,7,0,73,9.0
The League of Extraordinary Gentlemen,11-Jul-03,"Action,Sci-Fi,Fantasy",13,20,3,30,34,27,47,5.6
Northfork,11-Jul-03,"Drama,Fantasy",8,5,18,64,1,10,10,5.1
The Cuckoo,11-Jul-03,"Drama,Comedy,War",6,1,20,69,0,1,6,8.0
Pirates of the Caribbean: The Curse of the Black Pearl,9-Jul-03,"Action,Adventure,Fantasy,Romance,Family",12,3,25,63,37,24,850,8.7
"Legally Blonde 2: Red, White & Blonde",2-Jul-03,Comedy,15,11,13,47,17,10,16,5.7
Sinbad: Legend of the Seven Seas,2-Jul-03,"Adventure,Fantasy,Animation,Family",21,3,9,48,8,7,31,6.6
Terminator 3: Rise of the Machines,2-Jul-03,"Action,Sci-Fi,Thriller",11,1,29,66,176,60,447,7.6
Swimming Pool,2-Jul-03,"Drama,Mystery,Thriller,Crime",5,1,31,70,4,5,18,6.4
Charlie's Angels: Full Throttle,27-Jun-03,"Action,Adventure,Comedy,Crime",18,9,12,48,34,18,26,5.4
28 Days Later...,27-Jun-03,"Action,Sci-Fi,Thriller,Horror",5,1,33,73,47,23,360,7.7
From Justin to Kelly,20-Jun-03,"Comedy,Romance,Family,Musical",3,13,0,14,4,51,15,2.6
Hulk,20-Jun-03,"Action,Sci-Fi,Thriller",16,5,19,54,129,88,103,5.2
Francis Ford Coppola Presents: The Legend of Suriyothai,20-Jun-03,"Action,Adventure,Drama,History,War",8,1,12,58,0,0,8,8.6
Dumb and Dumberer: When Harry Met Lloyd,13-Jun-03,Comedy,3,24,1,19,7,43,9,2.6
Rugrats Go Wild,13-Jun-03,"Adventure,Comedy,Animation,Family",11,10,6,38,9,8,22,6.0
Hollywood Homicide,13-Jun-03,"Action,Thriller,Comedy,Crime",17,9,10,47,4,5,84,9.3
Jet Lag,13-Jun-03,"Comedy,Romance",14,4,10,53,6,1,4,6.4
Herod's Law,13-Jun-03,"Mystery,Comedy,Crime",4,0,7,64,0,2,8,8.1
Manito,13-Jun-03,"Drama,Family",4,0,15,71,0,1,24,8.2
2 Fast 2 Furious,6-Jun-03,"Action,Thriller,Crime",15,14,7,38,125,79,264,6.9
Love the Hard Way,6-Jun-03,"Drama,Romance,Crime",12,4,4,42,1,3,14,7.4
The Eye,6-Jun-03,"Drama,Thriller,Horror",7,1,18,66,3,1,11,6.9
Whale Rider,6-Jun-03,"Drama,Family",3,0,28,80,12,43,66,5.6
Wattstax (re-released),6-Jun-03,"Comedy,Music,Documentary",0,0,8,81,3,1,3,6.6
Wrong Turn,30-May-03,"Thriller,Horror",7,8,2,32,24,14,48,6.6
Together,30-May-03,"Drama,Music",6,2,16,60,0,1,9,7.9
The Italian Job,30-May-03,"Action,Thriller,Crime",8,1,28,68,27,9,267,8.8
Capturing the Friedmans,30-May-03,"Biography,Mystery,Crime,Documentary",1,0,38,90,2,3,33,7.9
Finding Nemo,30-May-03,"Adventure,Comedy,Animation,Family",1,0,37,90,36,29,876,8.7
The In-Laws,23-May-03,"Action,Thriller,Comedy",18,5,9,46,7,1,6,6.6
Bruce Almighty,23-May-03,"Drama,Fantasy,Comedy",18,7,10,46,67,9,178,7.3
Gigantic (A Tale of Two Johns),23-May-03,"Music,Documentary",7,0,12,64,1,2,6,6.8
Grazia's Island,23-May-03,"Drama,Comedy",6,1,19,65,0,2,9,7.7
Ichi the Killer,19-May-03,"Action,Drama,Mystery,Thriller,Comedy,Crime",6,1,3,55,7,6,43,7.7
Pokémon Heroes,16-May-03,"Action,Adventure,Crime,Animation,Family",9,7,1,27,7,6,36,7.6
L'Auberge Espagnole,16-May-03,"Drama,Comedy,Romance",6,3,22,65,3,2,16,7.4
Cinemania,16-May-03,Documentary,4,0,10,67,0,1,3,7.0
The Matrix Reloaded,15-May-03,"Action,Adventure,Sci-Fi,Thriller",14,1,25,62,118,58,507,7.7
Daddy Day Care,9-May-03,"Comedy,Family",17,11,3,39,11,13,21,5.6
The Trip,9-May-03,"Drama,Comedy,Romance",8,3,5,47,0,3,8,6.9
Only the Strong Survive,9-May-03,"Music,Documentary",5,3,13,59,2,2,0,3.3
The Shape of Things,9-May-03,"Drama,Comedy,Romance",13,4,18,59,4,7,66,8.8
Man on the Train,9-May-03,"Drama,Comedy",2,1,33,75,1,1,5,7.6
The Lizzie McGuire Movie,2-May-03,"Adventure,Comedy,Romance,Music,Family",15,2,11,56,7,8,26,6.9
X2: X-Men United,2-May-03,"Action,Sci-Fi,Thriller",4,3,30,68,42,14,731,8.7
Owning Mahowny,2-May-03,"Drama,Thriller,Crime",7,0,22,70,5,1,11,7.1
Blue Car,2-May-03,Drama,2,0,29,76,1,1,8,7.6
Spellbound,30-Apr-03,Documentary,2,0,32,80,3,1,23,8.0
It Runs in the Family,25-Apr-03,Drama,14,6,8,44,2,3,4,4.7
People I Know,25-Apr-03,"Drama,Crime",8,3,9,53,1,4,4,4.6
City of Ghosts,25-Apr-03,"Drama,Thriller,Crime",13,1,12,57,0,1,6,8.0
Confidence,25-Apr-03,"Thriller,Crime",11,4,20,59,2,2,37,8.9
Manic,25-Apr-03,Drama,9,1,10,60,4,1,36,8.6
Identity,25-Apr-03,"Mystery,Thriller,Horror",11,2,21,64,31,7,325,8.9
Malibu's Most Wanted,18-Apr-03,"Comedy,Crime",16,3,6,43,9,8,78,8.5
Holes,18-Apr-03,"Adventure,Mystery,Comedy,Family",7,0,21,71,15,12,113,7.8
Lilya 4-Ever,18-Apr-03,"Drama,Crime",1,0,25,82,4,3,40,8.4
Winged Migration,18-Apr-03,Documentary,2,0,32,82,3,1,39,8.7
Bulletproof Monk,16-Apr-03,"Action,Adventure,Comedy",15,11,3,40,15,6,73,8.5
A Mighty Wind,16-Apr-03,"Comedy,Music",4,0,36,81,7,4,29,7.3
House of 1000 Corpses,11-Apr-03,Horror,8,7,0,31,12,51,49,4.7
Anger Management,11-Apr-03,"Comedy,Romance",23,4,12,52,42,18,312,8.8
Ghosts of the Abyss,11-Apr-03,"Family,Documentary,Short",9,0,15,67,6,3,12,6.4
Better Luck Tomorrow,11-Apr-03,"Drama,Crime",9,0,23,67,7,5,20,7.2
Marion Bridge,11-Apr-03,Drama,2,0,8,71,0,1,7,8.4
A Man Apart,4-Apr-03,"Action,Drama,Thriller,Crime",17,12,3,36,12,9,14,5.4
What a Girl Wants,4-Apr-03,"Comedy,Romance",18,7,2,41,11,6,17,6.4
Levity,4-Apr-03,"Drama,Crime",13,8,8,45,4,1,4,6.1
Phone Booth,4-Apr-03,"Mystery,Thriller",12,4,19,56,30,11,407,9.1
Cowboy Bebop the Movie: Knockin' on Heaven's Door,4-Apr-03,"Action,Sci-Fi,Thriller,Comedy,Crime,Animation",9,1,13,61,8,4,76,8.0
The Man Without a Past,4-Apr-03,"Drama,Thriller,Comedy,Romance,Crime,Music",0,0,29,84,5,2,17,7.4
Fellini: I'm a Born Liar,2-Apr-03,"Biography,Documentary",2,1,18,67,0,2,7,6.9
The Good Thief,2-Apr-03,"Drama,Thriller,Crime",9,1,27,68,1,1,8,7.9
Basic,28-Mar-03,"Drama,Mystery,Thriller,Crime",14,15,4,34,4,5,33,7.7
Head of State,28-Mar-03,Comedy,16,8,8,44,4,1,9,7.6
The Core,28-Mar-03,"Action,Adventure,Sci-Fi,Thriller",14,6,12,48,27,17,25,5.4
Stevie,28-Mar-03,Documentary,3,2,18,72,0,2,13,8.1
Boat Trip,21-Mar-03,Comedy,4,22,2,18,7,26,10,3.2
View from the Top,21-Mar-03,"Comedy,Romance",9,19,2,27,8,89,7,1.2
Dreamcatcher,21-Mar-03,"Sci-Fi,Drama,Thriller,Fantasy,Horror",15,16,7,35,28,22,27,5.0
Chuen jik sat sau,21-Mar-03,"Drama,Thriller,Crime",7,2,6,54,0,0,4,8.3
Piglet's Big Movie,21-Mar-03,"Adventure,Mystery,Animation,Family",10,0,13,62,3,2,19,7.9
One Swallow Brought Spring,21-Mar-03,"Drama,Comedy,Romance",4,0,9,64,3,3,6,5.5
Japan,19-Mar-03,Drama,1,0,13,76,3,3,3,4.8
The Hunted,14-Mar-03,"Action,Drama,Thriller,Crime",14,13,7,40,7,3,104,9.2
Agent Cody Banks,14-Mar-03,"Action,Adventure,Thriller,Comedy,Romance,Crime,Family",12,6,6,41,23,13,21,5.7
Spun,14-Mar-03,"Drama,Comedy,Crime",7,12,8,41,2,2,88,9.0
Willard,14-Mar-03,"Drama,Thriller,Horror",6,3,22,61,6,1,12,7.3
Under the City's Skin,14-Mar-03,Drama,1,0,12,77,0,1,5,7.5
Bend It Like Beckham,12-Mar-03,"Drama,Sport,Comedy,Romance",10,1,25,66,16,6,50,7.6
Bringing Down the House,7-Mar-03,Comedy,14,10,7,39,9,3,10,6.5
Tears of the Sun,7-Mar-03,"Action,Drama,Thriller,War",17,7,12,48,21,7,27,6.6
Irreversible,7-Mar-03,"Drama,Mystery,Thriller,Crime",9,10,19,51,13,15,118,7.9
Ten,5-Mar-03,Drama,2,0,19,86,5,1,20,8.2
Cradle 2 the Grave,28-Feb-03,"Action,Drama,Thriller,Crime",9,13,4,36,12,2,27,7.7
Poolhall Junkies,28-Feb-03,"Drama,Thriller",7,6,2,36,0,3,22,8.4
Tales of Erotica,21-Feb-03,"Drama,Comedy",2,5,0,24,0,1,8,8.6
Gods and Generals,21-Feb-03,"Action,Drama,History,War",10,18,1,30,3,10,16,6.2
The Life of David Gale,21-Feb-03,"Drama,Thriller,Crime",17,15,4,31,15,7,51,7.0
Old School,21-Feb-03,Comedy,14,5,13,54,26,10,213,8.7
Open Hearts,21-Feb-03,"Drama,Romance",1,0,21,77,1,1,7,7.1
The Jungle Book 2,14-Feb-03,"Adventure,Animation,Family,Musical",14,7,3,38,14,14,6,4.4
Daredevil,14-Feb-03,"Action,Sci-Fi,Thriller,Fantasy,Crime",23,7,5,42,121,52,451,8.1
Gerry,14-Feb-03,"Adventure,Drama",9,7,15,54,7,10,11,5.0
He Loves Me... He Loves Me Not,14-Feb-03,"Thriller,Romance",6,3,16,63,0,1,10,7.8
All the Real Girls,14-Feb-03,"Drama,Romance",9,0,27,71,3,5,14,6.7
How to Lose a Guy in 10 Days,7-Feb-03,"Comedy,Romance",16,7,8,45,27,5,29,6.6
Deliver Us from Eva,7-Feb-03,"Drama,Comedy,Romance",13,5,7,46,2,2,3,5.6
Zus & zo,7-Feb-03,"Fantasy,Comedy,Romance",4,2,3,50,1,1,4,7.2
May,7-Feb-03,"Drama,Thriller,Horror,Romance",6,2,10,58,2,202,16,1.0
Shanghai Knights,7-Feb-03,"Action,Adventure,Comedy,Western",10,3,20,58,22,7,137,8.8
Final Destination 2,31-Jan-03,"Thriller,Horror",8,12,5,38,70,204,64,2.8
The Recruit,31-Jan-03,"Action,Thriller",19,0,17,56,24,4,21,6.1
Lost in La Mancha,31-Jan-03,Documentary,2,2,31,74,1,0,7,7.6
Chaos,29-Jan-03,"Drama,Comedy,Crime",0,0,15,81,0,0,4,8.8
Darkness Falls,24-Jan-03,"Thriller,Horror",8,19,0,23,14,65,21,3.0
Kangaroo Jack,17-Jan-03,"Adventure,Comedy,Crime",5,20,0,16,14,34,27,4.7
A Guy Thing,17-Jan-03,"Comedy,Romance",8,18,3,27,8,13,18,6.0
National Security,17-Jan-03,"Action,Thriller,Comedy,Crime",7,13,5,31,13,17,12,4.7
Yadon ilaheyya,17-Jan-03,"Drama,Comedy,Romance,War",1,0,23,74,0,4,7,6.3
City of God,17-Jan-03,"Drama,Crime",6,0,27,79,9,13,427,9.0
Just Married,10-Jan-03,"Comedy,Romance",12,14,1,28,10,11,16,5.6
